bureau_id,app_id,account_type,account_age_months,credit_limit,current_balance,months_past_due,account_status
BUR029628,APP209254,Credit Card,18,7195.22,1916.71,10,Active
BUR029629,APP209254,Mortgage,166,3994.85,3724.08,0,Active
BUR029630,APP209254,Retail Card,69,14458.72,2942.57,0,Active
BUR029631,APP209255,Personal Loan,122,11216.85,5828.39,0,Active
BUR029632,APP209255,Mortgage,173,4790.21,1157.43,0,Active
BUR029633,APP209255,Retail Card,108,19107.27,15237.48,0,Active
BUR029634,APP209255,Student Loan,60,8674.17,3362.97,0,Active
BUR029635,APP209256,Personal Loan,172,23365.0,2185.31,0,Active
BUR029636,APP209256,Retail Card,173,5179.82,4537.72,0,Active
BUR029637,APP209256,Retail Card,155,26975.1,18871.23,0,Active
BUR029638,APP209256,Mortgage,174,7335.22,3863.12,0,Active
BUR029639,APP209256,Credit Card,21,22160.72,7608.74,0,Closed
BUR029640,APP209256,Personal Loan,84,3521.39,3212.67,0,Active
BUR029641,APP209257,Student Loan,175,807.13,488.04,0,Closed
BUR029642,APP209257,Student Loan,8,4802.53,4278.21,0,Active
BUR029643,APP209257,Mortgage,36,7513.09,1114.22,1,Active
BUR029644,APP209258,Student Loan,54,6344.2,1861.66,1,Active
BUR029645,APP209258,Retail Card,174,4201.21,1409.15,2,Active
BUR029646,APP209259,Student Loan,167,11889.31,4948.58,0,Active
BUR029647,APP209259,Credit Card,54,19376.21,10241.03,0,Active
BUR029648,APP209259,Auto Loan,152,10234.47,2522.02,0,Closed
BUR029649,APP209259,Mortgage,76,2139.5,272.38,0,Active
BUR029650,APP209259,Credit Card,59,5924.45,1499.67,0,Closed
BUR029651,APP209259,Personal Loan,31,200.0,46.7,0,Closed
BUR029652,APP209259,Student Loan,49,17866.85,8923.71,0,Active
BUR029653,APP209259,Personal Loan,175,2797.87,1507.98,0,Active
BUR029654,APP209260,Retail Card,167,10271.11,5487.12,0,Active
BUR029655,APP209261,Personal Loan,107,19894.35,7140.16,0,Active
BUR029656,APP209261,Credit Card,136,6697.69,661.35,0,Active
BUR029657,APP209261,Mortgage,71,3958.01,1856.83,0,Closed
BUR029658,APP209261,Mortgage,158,19925.25,4282.83,0,Active
BUR029659,APP209261,Mortgage,102,2377.99,853.12,8,Active
BUR029660,APP209262,Retail Card,92,3476.67,999.97,0,Active
BUR029661,APP209262,Auto Loan,148,35901.96,23720.75,0,Closed
BUR029662,APP209263,Auto Loan,74,13549.41,6707.78,0,Closed
BUR029663,APP209263,Mortgage,9,648.7,163.42,0,Active
BUR029664,APP209264,Student Loan,78,7933.23,4607.65,0,Active
BUR029665,APP209264,Retail Card,88,15000.19,12932.8,0,Active
BUR029666,APP209265,Student Loan,176,1543.9,1486.6,2,Closed
BUR029667,APP209265,Retail Card,167,14320.89,7087.28,0,Active
BUR029668,APP209265,Student Loan,100,9402.97,5002.04,0,Active
BUR029669,APP209266,Personal Loan,36,6587.39,6541.31,0,Active
BUR029670,APP209266,Mortgage,163,7143.79,2575.75,0,Active
BUR029671,APP209266,Credit Card,139,6582.82,1488.43,0,Closed
BUR029672,APP209266,Credit Card,128,9497.65,1854.45,0,Active
BUR029673,APP209266,Retail Card,53,7691.4,823.71,0,Active
BUR029674,APP209267,Student Loan,145,3912.84,3609.49,0,Active
BUR029675,APP209267,Mortgage,19,2457.33,748.04,0,Closed
BUR029676,APP209268,Retail Card,164,6556.07,2214.87,0,Active
BUR029677,APP209268,Auto Loan,51,3275.78,1126.74,0,Closed
BUR029678,APP209268,Retail Card,42,9293.39,3442.78,0,Closed
BUR029679,APP209268,Personal Loan,23,16277.18,6259.45,0,Closed
BUR029680,APP209268,Retail Card,3,583.36,202.28,2,Active
BUR029681,APP209269,Personal Loan,17,1904.02,591.75,0,Active
BUR029682,APP209269,Student Loan,157,3543.05,1259.27,0,Closed
BUR029683,APP209269,Student Loan,41,8711.11,1952.16,0,Active
BUR029684,APP209270,Mortgage,101,693.96,403.18,0,Active
BUR029685,APP209270,Credit Card,1,31899.62,9560.49,0,Active
BUR029686,APP209270,Student Loan,134,2349.09,1800.83,0,Active
BUR029687,APP209270,Retail Card,79,16503.65,10330.63,0,Active
BUR029688,APP209271,Personal Loan,23,4754.22,1588.91,0,Active
BUR029689,APP209271,Auto Loan,49,6998.64,5320.34,0,Closed
BUR029690,APP209271,Personal Loan,99,8141.02,592.83,0,Closed
BUR029691,APP209272,Mortgage,52,541.78,99.54,0,Active
BUR029692,APP209272,Mortgage,145,11754.81,7848.82,0,Active
BUR029693,APP209272,Student Loan,61,12279.36,2954.07,0,Active
BUR029694,APP209272,Student Loan,76,16806.97,7128.97,0,Active
BUR029695,APP209273,Personal Loan,152,5784.41,419.72,0,Active
BUR029696,APP209273,Student Loan,23,8821.05,4256.76,2,Active
BUR029697,APP209273,Mortgage,87,2971.19,1151.7,0,Active
BUR029698,APP209273,Personal Loan,167,18038.43,7258.81,0,Active
BUR029699,APP209273,Retail Card,47,2110.2,1297.63,0,Active
BUR029700,APP209274,Personal Loan,175,2763.88,967.04,0,Active
BUR029701,APP209275,Mortgage,159,6558.87,4804.78,0,Closed
BUR029702,APP209276,Retail Card,112,314.53,114.26,0,Closed
BUR029703,APP209277,Mortgage,162,1035.31,527.85,0,Closed
BUR029704,APP209277,Mortgage,167,20665.5,10464.09,0,Active
BUR029705,APP209278,Mortgage,15,1389.93,641.48,0,Active
BUR029706,APP209278,Credit Card,154,8489.29,2930.4,0,Active
BUR029707,APP209278,Retail Card,5,4132.03,918.15,0,Active
BUR029708,APP209278,Mortgage,57,6773.61,3759.7,0,Active
BUR029709,APP209279,Auto Loan,131,15168.84,8116.91,5,Active
BUR029710,APP209279,Auto Loan,68,351.42,101.53,0,Active
BUR029711,APP209279,Credit Card,122,3514.08,129.35,2,Active
BUR029712,APP209280,Mortgage,81,22644.1,16650.21,0,Active
BUR029713,APP209280,Personal Loan,54,19753.5,2986.74,0,Active
BUR029714,APP209280,Auto Loan,12,4821.42,934.55,3,Closed
BUR029715,APP209280,Personal Loan,52,200.0,89.17,0,Active
BUR029716,APP209280,Auto Loan,65,10447.97,4837.18,0,Active
BUR029717,APP209281,Mortgage,21,1171.06,256.1,0,Active
BUR029718,APP209281,Student Loan,90,2098.07,1587.75,0,Closed
BUR029719,APP209281,Personal Loan,116,10037.12,5310.38,0,Active
BUR029720,APP209281,Auto Loan,84,976.38,884.6,0,Closed
BUR029721,APP209281,Auto Loan,37,18909.59,8774.14,1,Closed
BUR029722,APP209282,Credit Card,37,1455.25,1016.5,4,Active
BUR029723,APP209283,Credit Card,153,22595.04,15469.89,2,Active
BUR029724,APP209283,Retail Card,69,3363.6,2410.09,0,Closed
BUR029725,APP209283,Credit Card,78,2239.64,977.2,0,Closed
BUR029726,APP209283,Retail Card,28,441.65,191.49,0,Active
BUR029727,APP209284,Retail Card,95,1240.97,1092.41,1,Active
BUR029728,APP209284,Student Loan,168,7218.52,1875.2,0,Active
BUR029729,APP209284,Credit Card,11,10274.88,4077.04,6,Active
BUR029730,APP209285,Personal Loan,58,11430.74,5443.2,6,Active
BUR029731,APP209285,Student Loan,121,200.0,112.13,0,Active
BUR029732,APP209286,Retail Card,171,2697.05,1435.35,1,Active
BUR029733,APP209286,Auto Loan,178,15854.81,13133.29,0,Closed
BUR029734,APP209287,Personal Loan,38,2858.25,2027.78,0,Closed
BUR029735,APP209287,Auto Loan,32,6198.78,1135.05,0,Active
BUR029736,APP209287,Student Loan,123,5121.9,2921.55,0,Active
BUR029737,APP209288,Auto Loan,60,7021.15,5603.43,0,Active
BUR029738,APP209288,Personal Loan,74,2878.66,502.47,0,Active
BUR029739,APP209288,Mortgage,147,815.59,487.56,0,Closed
BUR029740,APP209288,Credit Card,170,5588.07,403.45,0,Active
BUR029741,APP209288,Student Loan,55,2913.69,768.23,8,Active
BUR029742,APP209289,Retail Card,75,22938.53,10862.46,0,Closed
BUR029743,APP209290,Credit Card,7,2505.1,812.78,0,Active
BUR029744,APP209290,Mortgage,62,11492.42,4538.82,0,Closed
BUR029745,APP209290,Personal Loan,179,21236.19,9743.18,2,Closed
BUR029746,APP209290,Credit Card,31,2089.82,536.39,0,Active
BUR029747,APP209291,Student Loan,72,16087.48,4282.42,0,Active
BUR029748,APP209291,Credit Card,47,9641.04,855.54,0,Closed
BUR029749,APP209291,Auto Loan,176,2332.13,875.47,0,Closed
BUR029750,APP209292,Retail Card,66,6407.77,4649.53,0,Active
BUR029751,APP209292,Auto Loan,127,4763.48,751.57,2,Active
BUR029752,APP209292,Credit Card,85,405.49,163.18,1,Closed
BUR029753,APP209293,Retail Card,134,17773.41,2637.77,1,Closed
BUR029754,APP209293,Personal Loan,147,16631.08,6495.13,0,Active
BUR029755,APP209294,Personal Loan,22,9820.93,4866.68,0,Active
BUR029756,APP209295,Retail Card,10,704.05,268.87,0,Active
BUR029757,APP209295,Auto Loan,44,5856.19,1630.26,0,Closed
BUR029758,APP209295,Retail Card,13,2622.49,1634.08,0,Active
BUR029759,APP209295,Auto Loan,22,4305.53,415.86,0,Active
BUR029760,APP209296,Credit Card,130,946.47,484.9,0,Active
BUR029761,APP209297,Auto Loan,34,15803.7,7944.87,0,Closed
BUR029762,APP209297,Mortgage,7,1509.51,185.67,0,Active
BUR029763,APP209297,Retail Card,163,1818.74,1023.61,1,Active
BUR029764,APP209297,Retail Card,25,5631.86,2552.28,0,Closed
BUR029765,APP209297,Student Loan,84,7960.76,2908.68,0,Active
BUR029766,APP209298,Credit Card,63,9971.93,6961.26,3,Active
BUR029767,APP209298,Credit Card,2,6628.28,1264.12,0,Active
BUR029768,APP209298,Auto Loan,36,14725.78,10121.23,0,Active
BUR029769,APP209298,Auto Loan,126,10578.59,5382.37,0,Active
BUR029770,APP209298,Student Loan,69,7762.31,2181.42,0,Active
BUR029771,APP209298,Student Loan,5,4453.19,1424.21,0,Active
BUR029772,APP209299,Personal Loan,98,7284.88,4677.44,0,Active
BUR029773,APP209299,Student Loan,108,5645.12,1007.45,0,Active
BUR029774,APP209299,Credit Card,8,3491.29,1407.79,0,Active
BUR029775,APP209299,Personal Loan,82,769.65,220.69,0,Active
BUR029776,APP209299,Auto Loan,112,4226.21,2357.52,0,Active
BUR029777,APP209300,Retail Card,30,10634.73,4552.41,5,Active
BUR029778,APP209300,Personal Loan,119,4000.8,2286.94,0,Active
BUR029779,APP209300,Auto Loan,70,5909.0,3044.83,0,Closed
BUR029780,APP209300,Credit Card,176,6068.75,3015.04,0,Active
BUR029781,APP209302,Auto Loan,135,11004.1,3080.43,0,Active
BUR029782,APP209302,Retail Card,60,2315.21,1092.54,0,Active
BUR029783,APP209302,Credit Card,13,14969.68,11037.11,0,Active
BUR029784,APP209302,Credit Card,63,29062.37,20872.3,5,Active
BUR029785,APP209302,Student Loan,128,6354.77,3864.39,0,Active
BUR029786,APP209302,Mortgage,72,15103.37,7946.45,0,Active
BUR029787,APP209303,Retail Card,152,1924.79,1347.71,0,Active
BUR029788,APP209303,Mortgage,17,5470.87,3364.08,0,Active
BUR029789,APP209303,Auto Loan,108,20483.35,11955.11,0,Active
BUR029790,APP209304,Credit Card,172,7980.26,4398.94,0,Active
BUR029791,APP209304,Credit Card,16,13815.69,6813.96,0,Closed
BUR029792,APP209304,Retail Card,155,4428.44,1009.67,0,Active
BUR029793,APP209304,Auto Loan,128,11672.02,1922.21,0,Active
BUR029794,APP209304,Retail Card,42,2335.79,735.89,0,Active
BUR029795,APP209305,Retail Card,144,4210.72,2275.79,2,Active
BUR029796,APP209305,Student Loan,79,3147.66,1785.53,0,Active
BUR029797,APP209305,Auto Loan,93,4190.66,2253.81,7,Closed
BUR029798,APP209306,Mortgage,2,564.82,483.85,2,Active
BUR029799,APP209306,Student Loan,109,817.45,547.65,0,Active
BUR029800,APP209306,Personal Loan,30,7422.71,3116.99,0,Closed
BUR029801,APP209306,Personal Loan,132,1382.18,1141.92,1,Closed
BUR029802,APP209307,Mortgage,168,10557.32,6826.73,0,Active
BUR029803,APP209307,Mortgage,34,936.93,530.55,0,Closed
BUR029804,APP209307,Auto Loan,28,2357.88,316.88,0,Active
BUR029805,APP209308,Retail Card,146,1206.17,235.76,0,Active
BUR029806,APP209308,Retail Card,144,977.27,720.43,0,Active
BUR029807,APP209308,Auto Loan,48,2438.05,807.39,0,Active
BUR029808,APP209309,Personal Loan,100,200.0,45.58,0,Closed
BUR029809,APP209309,Personal Loan,61,544.28,106.84,0,Active
BUR029810,APP209310,Auto Loan,64,5971.43,938.88,0,Active
BUR029811,APP209310,Student Loan,154,297.51,150.61,0,Active
BUR029812,APP209310,Student Loan,86,11381.02,2879.43,0,Active
BUR029813,APP209310,Personal Loan,18,3031.96,1288.21,0,Active
BUR029814,APP209311,Student Loan,122,10917.81,3934.82,0,Active
BUR029815,APP209311,Credit Card,64,2061.49,454.71,0,Active
BUR029816,APP209313,Credit Card,64,6052.0,3673.29,0,Active
BUR029817,APP209313,Student Loan,150,771.92,559.27,0,Closed
BUR029818,APP209313,Personal Loan,91,6105.63,2118.06,0,Active
BUR029819,APP209313,Auto Loan,22,1437.55,761.71,10,Active
BUR029820,APP209313,Auto Loan,78,261.13,113.61,0,Active
BUR029821,APP209313,Credit Card,134,200.0,22.45,0,Active
BUR029822,APP209313,Mortgage,131,17227.2,3494.47,0,Closed
BUR029823,APP209314,Personal Loan,163,377.08,150.53,2,Active
BUR029824,APP209314,Student Loan,104,4764.74,2311.66,0,Active
BUR029825,APP209314,Credit Card,10,7627.52,1677.52,0,Active
BUR029826,APP209314,Credit Card,86,200.0,54.29,0,Active
BUR029827,APP209315,Student Loan,5,3917.87,1096.0,0,Active
BUR029828,APP209315,Personal Loan,86,6021.6,1399.18,0,Active
BUR029829,APP209316,Retail Card,87,15025.61,3226.18,7,Closed
BUR029830,APP209316,Mortgage,14,2151.59,1288.24,0,Active
BUR029831,APP209316,Student Loan,157,2854.0,1093.81,0,Closed
BUR029832,APP209316,Credit Card,15,2363.2,99.3,9,Active
BUR029833,APP209316,Credit Card,7,5342.97,871.65,2,Active
BUR029834,APP209317,Student Loan,9,5626.0,2086.0,0,Active
BUR029835,APP209317,Personal Loan,154,7728.15,2776.39,0,Active
BUR029836,APP209317,Personal Loan,91,24082.99,11656.4,9,Active
BUR029837,APP209317,Auto Loan,165,7539.94,2244.32,0,Active
BUR029838,APP209318,Mortgage,113,3337.91,1221.54,0,Active
BUR029839,APP209318,Mortgage,171,736.44,524.22,0,Closed
BUR029840,APP209319,Mortgage,114,10732.74,2984.88,0,Active
BUR029841,APP209319,Auto Loan,118,5848.56,1922.21,0,Active
BUR029842,APP209319,Auto Loan,114,2483.94,1902.53,2,Closed
BUR029843,APP209319,Personal Loan,1,1577.86,254.84,0,Closed
BUR029844,APP209319,Personal Loan,113,18030.43,1364.59,0,Active
BUR029845,APP209320,Personal Loan,61,20369.06,12788.23,0,Active
BUR029846,APP209320,Mortgage,172,5008.91,3205.48,0,Active
BUR029847,APP209320,Credit Card,64,6152.56,145.29,0,Closed
BUR029848,APP209321,Retail Card,131,200.0,32.12,0,Active
BUR029849,APP209321,Mortgage,155,20553.17,11819.28,0,Active
BUR029850,APP209321,Auto Loan,51,1919.35,515.74,0,Active
BUR029851,APP209321,Mortgage,15,2325.68,951.82,0,Closed
BUR029852,APP209321,Student Loan,79,1590.68,905.45,1,Active
BUR029853,APP209322,Mortgage,108,6715.21,3091.9,0,Closed
BUR029854,APP209322,Personal Loan,126,280.72,212.2,0,Closed
BUR029855,APP209322,Personal Loan,143,25066.58,8577.15,0,Active
BUR029856,APP209323,Retail Card,20,14171.76,14492.63,0,Active
BUR029857,APP209324,Credit Card,15,15860.23,5146.1,0,Active
BUR029858,APP209324,Personal Loan,40,4283.9,1333.06,0,Active
BUR029859,APP209324,Student Loan,56,5260.93,3557.25,3,Active
BUR029860,APP209324,Personal Loan,96,1354.87,750.75,0,Active
BUR029861,APP209325,Retail Card,65,2218.93,932.51,2,Active
BUR029862,APP209326,Retail Card,67,1432.05,776.15,0,Active
BUR029863,APP209326,Auto Loan,126,7325.5,215.94,0,Active
BUR029864,APP209326,Mortgage,114,2043.11,1458.8,0,Active
BUR029865,APP209327,Student Loan,61,4981.85,4368.27,0,Active
BUR029866,APP209327,Mortgage,23,2370.16,931.27,0,Active
BUR029867,APP209327,Auto Loan,164,13887.91,4622.9,0,Active
BUR029868,APP209327,Credit Card,88,9344.4,1156.19,0,Active
BUR029869,APP209327,Retail Card,49,1257.94,229.77,0,Active
BUR029870,APP209328,Student Loan,3,21584.91,9035.96,2,Active
BUR029871,APP209328,Personal Loan,100,9017.24,4061.19,0,Closed
BUR029872,APP209328,Student Loan,91,12159.5,6894.97,0,Active
BUR029873,APP209328,Mortgage,37,576.75,62.07,0,Active
BUR029874,APP209329,Personal Loan,120,26527.98,21685.6,3,Active
BUR029875,APP209329,Personal Loan,142,5489.58,3873.38,0,Closed
BUR029876,APP209330,Retail Card,124,3108.48,1405.19,10,Closed
BUR029877,APP209331,Mortgage,178,200.0,87.92,0,Closed
BUR029878,APP209331,Personal Loan,2,2309.51,560.53,0,Active
BUR029879,APP209331,Mortgage,157,1779.61,537.79,0,Active
BUR029880,APP209332,Credit Card,77,14697.55,2542.29,0,Active
BUR029881,APP209332,Student Loan,53,16801.67,10061.52,2,Closed
BUR029882,APP209332,Mortgage,132,4201.46,1468.37,5,Active
BUR029883,APP209333,Retail Card,27,4150.53,1541.75,0,Active
BUR029884,APP209333,Mortgage,32,16691.71,5895.6,0,Active
BUR029885,APP209333,Personal Loan,6,9839.47,3970.91,0,Active
BUR029886,APP209333,Mortgage,53,3419.88,1195.79,0,Active
BUR029887,APP209334,Student Loan,159,17661.06,7466.4,6,Active
BUR029888,APP209334,Credit Card,60,6766.58,1273.0,0,Active
BUR029889,APP209334,Retail Card,61,3703.18,2001.26,0,Closed
BUR029890,APP209334,Personal Loan,99,4548.16,2413.94,0,Active
BUR029891,APP209334,Mortgage,129,200.0,103.46,0,Active
BUR029892,APP209335,Credit Card,172,455.91,194.16,0,Active
BUR029893,APP209335,Personal Loan,51,16319.28,3733.45,0,Active
BUR029894,APP209335,Mortgage,43,33240.26,12250.63,0,Active
BUR029895,APP209335,Retail Card,55,1821.85,506.04,0,Active
BUR029896,APP209337,Student Loan,10,14384.53,5120.35,0,Closed
BUR029897,APP209337,Auto Loan,115,7497.27,1191.49,0,Active
BUR029898,APP209337,Personal Loan,91,2205.25,789.66,0,Active
BUR029899,APP209338,Mortgage,27,15947.46,8799.52,0,Active
BUR029900,APP209338,Personal Loan,104,3158.14,1670.04,0,Active
BUR029901,APP209338,Mortgage,5,2933.04,311.85,0,Closed
BUR029902,APP209338,Retail Card,175,10336.15,8407.18,0,Closed
BUR029903,APP209339,Credit Card,75,8865.34,5832.87,0,Active
BUR029904,APP209339,Student Loan,147,1701.13,506.29,0,Active
BUR029905,APP209340,Auto Loan,75,2406.57,1646.73,0,Active
BUR029906,APP209340,Mortgage,89,2650.48,450.65,0,Active
BUR029907,APP209340,Personal Loan,58,204.32,123.08,8,Active
BUR029908,APP209340,Auto Loan,5,9495.36,4432.82,0,Closed
BUR029909,APP209340,Retail Card,11,5127.39,3862.3,0,Closed
BUR029910,APP209340,Auto Loan,85,735.42,499.1,0,Active
BUR029911,APP209340,Retail Card,79,6562.32,3270.9,0,Active
BUR029912,APP209341,Student Loan,41,25616.55,2718.57,0,Active
BUR029913,APP209341,Retail Card,148,4546.64,1633.38,0,Active
BUR029914,APP209341,Mortgage,72,3340.96,179.93,1,Active
BUR029915,APP209342,Credit Card,138,15426.31,10143.75,0,Active
BUR029916,APP209342,Credit Card,58,8057.92,2161.78,0,Closed
BUR029917,APP209343,Mortgage,125,1165.71,240.43,0,Closed
BUR029918,APP209343,Credit Card,55,5421.05,1927.65,0,Active
BUR029919,APP209343,Auto Loan,73,5282.89,2228.08,0,Active
BUR029920,APP209343,Student Loan,19,4180.78,324.61,0,Active
BUR029921,APP209344,Mortgage,50,15414.9,7360.99,0,Active
BUR029922,APP209344,Auto Loan,28,14529.81,4782.11,11,Active
BUR029923,APP209344,Personal Loan,142,17685.32,7236.33,4,Active
BUR029924,APP209344,Personal Loan,92,1276.91,1252.29,0,Active
BUR029925,APP209345,Mortgage,4,7167.61,3578.61,0,Active
BUR029926,APP209345,Student Loan,11,1436.41,429.52,0,Active
BUR029927,APP209345,Mortgage,24,7501.05,2140.33,0,Closed
BUR029928,APP209345,Auto Loan,53,3469.51,742.37,0,Active
BUR029929,APP209346,Student Loan,28,13677.77,4160.28,0,Closed
BUR029930,APP209346,Credit Card,107,17111.06,13041.05,2,Active
BUR029931,APP209346,Auto Loan,126,5626.35,3380.85,0,Active
BUR029932,APP209346,Auto Loan,12,6039.95,3298.89,1,Active
BUR029933,APP209347,Student Loan,161,3203.06,2409.5,0,Active
BUR029934,APP209347,Auto Loan,149,47529.78,6642.26,0,Active
BUR029935,APP209347,Mortgage,64,9433.45,5557.45,0,Active
BUR029936,APP209348,Student Loan,44,12178.72,5533.81,0,Active
BUR029937,APP209348,Personal Loan,85,7736.58,1194.51,5,Active
BUR029938,APP209348,Personal Loan,72,1541.74,305.3,0,Active
BUR029939,APP209349,Mortgage,24,3922.63,2204.22,0,Active
BUR029940,APP209349,Student Loan,110,8149.39,2001.48,0,Active
BUR029941,APP209349,Retail Card,8,4844.68,3122.53,0,Active
BUR029942,APP209350,Personal Loan,10,4692.75,2031.37,0,Closed
BUR029943,APP209350,Retail Card,81,4334.72,1086.08,11,Active
BUR029944,APP209350,Credit Card,152,367.95,118.55,0,Closed
BUR029945,APP209350,Personal Loan,22,7057.27,3732.31,0,Active
BUR029946,APP209350,Auto Loan,52,20447.91,2794.28,0,Active
BUR029947,APP209350,Retail Card,53,25940.89,21888.63,0,Active
BUR029948,APP209350,Personal Loan,10,3370.93,1543.62,0,Active
BUR029949,APP209350,Retail Card,2,13755.65,10160.1,0,Active
BUR029950,APP209350,Credit Card,133,9926.99,5153.63,0,Active
BUR029951,APP209352,Auto Loan,162,1148.61,548.52,0,Active
BUR029952,APP209352,Mortgage,120,3186.0,2336.42,0,Active
BUR029953,APP209353,Student Loan,129,16932.93,7021.14,2,Active
BUR029954,APP209353,Student Loan,157,5098.31,4579.43,0,Active
BUR029955,APP209353,Mortgage,47,5799.62,967.83,0,Active
BUR029956,APP209353,Auto Loan,157,4510.95,1587.8,0,Active
BUR029957,APP209353,Student Loan,158,6592.26,1094.85,0,Closed
BUR029958,APP209353,Personal Loan,133,1592.52,830.39,0,Active
BUR029959,APP209353,Credit Card,67,4073.66,943.38,0,Active
BUR029960,APP209353,Retail Card,52,2686.54,1581.27,0,Active
BUR029961,APP209354,Mortgage,155,3350.48,1252.81,0,Active
BUR029962,APP209354,Auto Loan,42,7208.32,2572.18,11,Active
BUR029963,APP209354,Auto Loan,68,7903.54,3070.83,0,Closed
BUR029964,APP209355,Student Loan,147,3163.02,1640.38,0,Active
BUR029965,APP209355,Personal Loan,121,1414.59,471.32,0,Active
BUR029966,APP209356,Student Loan,42,4390.85,1752.4,0,Closed
BUR029967,APP209356,Retail Card,109,4310.73,2070.41,0,Active
BUR029968,APP209357,Student Loan,70,3318.19,1008.56,1,Active
BUR029969,APP209358,Auto Loan,16,4159.21,3824.86,0,Active
BUR029970,APP209358,Auto Loan,70,7844.35,2644.91,0,Active
BUR029971,APP209358,Auto Loan,86,12846.33,8028.25,0,Active
BUR029972,APP209358,Retail Card,160,11513.23,3045.26,0,Active
BUR029973,APP209359,Student Loan,32,5726.1,4652.4,0,Closed
BUR029974,APP209359,Personal Loan,31,6425.99,5139.76,0,Active
BUR029975,APP209359,Personal Loan,178,3547.77,2232.73,0,Active
BUR029976,APP209359,Mortgage,36,4171.24,3324.77,0,Active
BUR029977,APP209360,Student Loan,96,7888.16,2787.06,0,Closed
BUR029978,APP209360,Student Loan,67,1063.75,559.45,0,Active
BUR029979,APP209360,Credit Card,79,6994.69,4401.75,0,Active
BUR029980,APP209361,Retail Card,112,17083.3,16268.11,0,Active
BUR029981,APP209361,Mortgage,2,989.42,447.36,0,Closed
BUR029982,APP209361,Retail Card,11,13169.8,12284.34,0,Active
BUR029983,APP209361,Mortgage,93,17312.0,4801.21,0,Active
BUR029984,APP209361,Retail Card,71,8687.49,1865.63,0,Closed
BUR029985,APP209361,Auto Loan,139,751.4,252.32,0,Active
BUR029986,APP209362,Retail Card,32,2811.02,1251.93,0,Closed
BUR029987,APP209362,Credit Card,176,6270.65,840.67,1,Active
BUR029988,APP209362,Mortgage,18,1209.12,280.18,0,Active
BUR029989,APP209362,Credit Card,118,745.88,175.8,0,Closed
BUR029990,APP209363,Credit Card,134,4392.52,2000.19,0,Active
BUR029991,APP209363,Retail Card,141,200.0,81.05,0,Closed
BUR029992,APP209363,Auto Loan,83,565.36,230.77,0,Active
BUR029993,APP209363,Student Loan,9,4992.39,1779.96,0,Active
BUR029994,APP209364,Credit Card,11,34712.69,25515.88,1,Active
BUR029995,APP209364,Mortgage,98,874.93,414.01,0,Active
BUR029996,APP209364,Auto Loan,59,9575.66,3674.81,0,Active
BUR029997,APP209365,Retail Card,18,9470.87,1166.82,0,Active
BUR029998,APP209365,Personal Loan,3,4147.89,3444.85,7,Active
BUR029999,APP209366,Credit Card,103,2347.41,275.4,0,Closed
BUR030000,APP209366,Student Loan,145,1909.09,816.71,0,Active
BUR030001,APP209366,Personal Loan,70,1894.83,1210.58,0,Active
BUR030002,APP209366,Mortgage,27,18531.86,7085.83,0,Active
BUR030003,APP209368,Credit Card,38,2278.61,1325.59,0,Active
BUR030004,APP209368,Personal Loan,84,37608.46,11513.16,0,Active
BUR030005,APP209369,Personal Loan,1,3152.96,529.18,0,Active
BUR030006,APP209369,Retail Card,118,29761.81,19846.59,0,Active
BUR030007,APP209369,Personal Loan,16,3242.03,1054.7,0,Active
BUR030008,APP209369,Mortgage,55,5796.7,2330.81,0,Active
BUR030009,APP209370,Mortgage,109,5324.81,1941.06,0,Active
BUR030010,APP209370,Mortgage,101,3822.99,1149.0,0,Closed
BUR030011,APP209371,Mortgage,166,8064.73,2580.39,0,Closed
BUR030012,APP209371,Personal Loan,67,4496.44,882.77,0,Closed
BUR030013,APP209371,Auto Loan,140,17217.37,6655.26,0,Active
BUR030014,APP209372,Personal Loan,153,351.15,132.17,0,Active
BUR030015,APP209372,Student Loan,29,9071.8,4071.76,0,Active
BUR030016,APP209372,Mortgage,65,1029.98,464.44,0,Closed
BUR030017,APP209372,Personal Loan,19,257.25,65.28,0,Active
BUR030018,APP209373,Credit Card,179,703.26,315.7,0,Closed
BUR030019,APP209374,Personal Loan,66,17722.51,10469.78,0,Active
BUR030020,APP209375,Auto Loan,141,3033.46,911.9,0,Closed
BUR030021,APP209375,Personal Loan,42,921.46,611.92,0,Active
BUR030022,APP209375,Mortgage,87,14028.92,9006.43,0,Active
BUR030023,APP209375,Auto Loan,15,5481.6,85.89,0,Active
BUR030024,APP209375,Credit Card,27,200.0,153.62,0,Active
BUR030025,APP209376,Credit Card,74,5905.48,976.57,0,Active
BUR030026,APP209376,Personal Loan,168,3953.41,989.26,0,Closed
BUR030027,APP209376,Credit Card,46,3010.39,2002.71,0,Closed
BUR030028,APP209376,Mortgage,55,25715.67,14865.86,0,Active
BUR030029,APP209376,Student Loan,135,9348.76,4112.26,0,Active
BUR030030,APP209377,Retail Card,65,3001.36,1239.36,1,Active
BUR030031,APP209377,Personal Loan,36,11701.09,6188.69,2,Active
BUR030032,APP209378,Student Loan,17,6142.12,2268.33,0,Closed
BUR030033,APP209378,Retail Card,172,775.03,399.57,0,Active
BUR030034,APP209378,Retail Card,76,8306.09,4806.82,6,Closed
BUR030035,APP209378,Mortgage,92,274.23,159.23,0,Closed
BUR030036,APP209378,Mortgage,57,1613.3,1253.71,0,Active
